"site","day","pfpr_2_10","cases_0_5","cases_5_100","n_0_5","n_5_100","itn_use","n_smc"
"B",1980,0.37,13,7,10689,38911,0,0
"B",1981,0.37,14,6,10688,38912,0,0
"B",1982,0.37,7,2,10691,38909,0,0
"B",1983,0.37,6,11,10691,38909,0,0
"B",1984,0.37,13,9,10689,38911,0,0
"B",1985,0.37,11,9,10690,38910,0,0
"B",1986,0.37,22,5,10698,38902,0,0
"B",1987,0.37,14,7,10694,38906,0,0
"B",1988,0.37,7,11,10694,38906,0,0
"B",1989,0.37,25,11,10695,38905,0,0
"B",1990,0.37,11,8,10694,38906,0,0
"B",1991,0.37,17,11,10692,38908,0,0
"B",1992,0.37,29,8,10689,38911,0,0
"B",1993,0.37,26,12,10689,38911,0,0
"B",1994,0.37,16,3,10688,38912,0,0
"B",1995,0.37,20,16,10694,38906,0,0
"B",1996,0.38,22,13,10693,38907,0,0
"B",1997,0.37,25,12,10689,38910,0,0
"B",1998,0.38,28,13,10696,38904,0,0
"B",1999,0.38,29,21,10700,38900,0,0
"B",2000,0.38,27,8,10699,38901,0,0
"B",2001,0.38,21,17,10695,38905,0,0
"B",2002,0.38,26,11,10696,38904,0,0
"B",2003,0.38,25,18,10700,38900,0,0
"B",2004,0.39,31,16,10697,38903,0,0
"B",2005,0.38,20,16,10698,38902,0,0
"B",2006,0.39,32,20,10698,38902,0,0
"B",2007,0.39,26,17,10695,38905,0,0
"B",2008,0.39,30,25,10693,38907,0,0
"B",2009,0.39,32,23,10695,38905,0,0
"B",2010,0.4,38,26,10697,38903,0,0
"B",2011,0.4,37,29,10697,38903,0,0
"B",2012,0.4,42,29,10696,38904,0,0
"B",2013,0.4,39,17,10699,38901,0,0
"B",2014,0.41,54,22,10689,38911,0,0
"B",2015,0.41,44,28,10689,38911,0,0
"B",2016,0.41,45,20,10694,38907,0,0
"B",2017,0.41,43,25,10694,38907,0,0
"B",2018,0.42,44,31,10696,38905,0,0
"B",2019,0.42,55,26,10694,38907,0,0
"B",2020,0.42,41,31,10690,38911,0,0
"B",2021,0.42,62,33,10696,38905,0,0
"B",2022,0.43,47,33,10693,38908,0,0
"B",2023,0.43,59,29,10691,38910,0,0
"B",2024,0.44,54,38,10689,38912,0,0
"B",2025,0.44,55,32,10683,38918,0,0
"B",2026,0.44,60,32,10685,38916,0,0
"B",2027,0.45,67,48,10686,38915,0,0
"B",2028,0.45,65,44,10685,38916,0,0
"B",2029,0.45,69,42,10690,38911,0,0
"B",2030,0.46,63,42,10689,38912,0,0
"B",2031,0.46,76,39,10689,38912,0,0
"B",2032,0.47,63,30,10694,38908,0,0
"B",2033,0.47,61,49,10692,38910,0,0
"B",2034,0.47,69,45,10695,38907,0,0
"B",2035,0.48,80,69,10695,38907,0,0
"B",2036,0.48,91,41,10695,38907,0,0
"B",2037,0.49,72,63,10696,38906,0,0
"B",2038,0.49,84,53,10692,38910,0,0
"B",2039,0.49,85,66,10687,38915,0,0
"B",2040,0.5,108,50,10686,38916,0,0
"B",2041,0.51,109,53,10684,38918,0,0
"B",2042,0.51,87,61,10680,38922,0,0
"B",2043,0.51,96,67,10678,38924,0,0
"B",2044,0.52,116,64,10675,38927,0,0
"B",2045,0.52,125,67,10677,38925,0,0
"B",2046,0.53,126,73,10673,38929,0,0
"B",2047,0.54,119,74,10678,38924,0,0
"B",2048,0.54,126,80,10679,38923,0,0
"B",2049,0.55,115,82,10676,38926,0,0
"B",2050,0.55,145,71,10675,38927,0,0
"B",2051,0.56,139,79,10677,38925,0,0
"B",2052,0.56,142,83,10673,38929,0,0
"B",2053,0.57,130,82,10672,38930,0,0
"B",2054,0.57,130,90,10672,38930,0,0
"B",2055,0.58,137,85,10666,38936,0,0
"B",2056,0.59,148,105,10666,38936,0,0
"B",2057,0.59,154,90,10667,38935,0,0
"B",2058,0.6,136,86,10677,38924,0,0
"B",2059,0.6,161,78,10683,38918,0,0
"B",2060,0.61,146,109,10682,38919,0,0
"B",2061,0.61,201,107,10677,38924,0,0
"B",2062,0.62,171,118,10674,38927,0,0
"B",2063,0.62,181,118,10675,38925,0,0
"B",2064,0.63,160,106,10675,38925,0,0
"B",2065,0.63,160,101,10680,38920,0,0
"B",2066,0.64,188,130,10678,38922,0,0
"B",2067,0.64,202,139,10672,38928,0,0
"B",2068,0.65,216,110,10673,38927,0,0
"B",2069,0.65,187,119,10671,38929,0,0
"B",2070,0.66,168,145,10677,38923,0,0
"B",2071,0.66,194,113,10681,38920,0,0
"B",2072,0.67,200,135,10682,38919,0,0
"B",2073,0.68,174,134,10684,38917,0,0
"B",2074,0.68,198,117,10685,38917,0,0
"B",2075,0.68,204,150,10678,38924,0,0
"B",2076,0.69,196,156,10679,38923,0,0
"B",2077,0.69,215,136,10682,38920,0,0
"B",2078,0.7,229,152,10684,38918,0,0
"B",2079,0.7,202,156,10682,38920,0,0
"B",2080,0.7,233,147,10677,38925,0,0
"B",2081,0.71,214,135,10680,38922,0,0
"B",2082,0.71,235,179,10681,38921,0,0
"B",2083,0.72,213,171,10681,38921,0,0
"B",2084,0.72,226,161,10682,38920,0,0
"B",2085,0.73,227,159,10682,38920,0,0
"B",2086,0.73,253,159,10678,38924,0,0
"B",2087,0.73,226,131,10677,38925,0,0
"B",2088,0.74,231,156,10681,38921,0,0
"B",2089,0.74,219,149,10679,38923,0,0
"B",2090,0.74,218,172,10678,38924,0,0
"B",2091,0.75,215,166,10674,38928,0,0
"B",2092,0.75,224,156,10671,38931,0,0
"B",2093,0.75,235,179,10671,38931,0,0
"B",2094,0.76,255,169,10675,38927,0,0
"B",2095,0.76,265,180,10669,38933,0,0
"B",2096,0.76,246,177,10665,38937,0,0
"B",2097,0.77,241,163,10667,38935,0,0
"B",2098,0.77,265,175,10666,38936,0,0
"B",2099,0.77,222,150,10671,38931,0,0
"B",2100,0.77,231,199,10668,38934,0,0
"B",2101,0.78,242,180,10673,38929,0,0
"B",2102,0.78,261,174,10673,38929,0,0
"B",2103,0.78,274,169,10667,38935,0,0
"B",2104,0.78,268,151,10663,38940,0,0
"B",2105,0.78,244,173,10656,38947,0,0
"B",2106,0.79,246,157,10654,38949,0,0
"B",2107,0.79,267,194,10653,38950,0,0
"B",2108,0.79,248,180,10651,38952,0,0
"B",2109,0.8,259,158,10653,38950,0,0
"B",2110,0.8,235,164,10656,38947,0,0
"B",2111,0.8,220,180,10653,38950,0,0
"B",2112,0.8,239,178,10653,38950,0,0
"B",2113,0.8,243,147,10647,38956,0,0
"B",2114,0.8,236,182,10650,38953,0,0
"B",2115,0.8,220,166,10650,38953,0,0
"B",2116,0.81,247,178,10657,38946,0,0
"B",2117,0.8,229,191,10661,38942,0,0
"B",2118,0.81,251,177,10664,38939,0,0
"B",2119,0.81,200,155,10665,38938,0,0
"B",2120,0.81,226,141,10667,38936,0,0
"B",2121,0.81,209,165,10670,38933,0,0
"B",2122,0.81,243,148,10671,38933,0,0
"B",2123,0.81,203,150,10674,38930,0,0
"B",2124,0.81,213,156,10678,38925,0,0
"B",2125,0.81,195,147,10675,38928,0,0
"B",2126,0.81,202,130,10676,38927,0,0
"B",2127,0.81,168,118,10679,38924,0,0
"B",2128,0.81,201,141,10685,38918,0,0
"B",2129,0.81,186,134,10683,38920,0,0
"B",2130,0.81,225,137,10684,38919,0,0
"B",2131,0.82,207,140,10687,38917,0,0
"B",2132,0.82,197,147,10690,38914,0,0
"B",2133,0.81,184,121,10689,38915,0,0
"B",2134,0.81,175,124,10687,38917,0,0
"B",2135,0.81,184,139,10687,38917,0,0
"B",2136,0.81,200,116,10684,38920,0,0
"B",2137,0.81,163,114,10688,38916,0,0
"B",2138,0.81,170,121,10692,38912,0,0
"B",2139,0.81,167,118,10693,38911,0,0
"B",2140,0.81,157,130,10692,38912,0,0
"B",2141,0.81,174,104,10693,38911,0,0
"B",2142,0.81,163,125,10697,38907,0,0
"B",2143,0.81,155,99,10698,38906,0,0
"B",2144,0.81,141,94,10694,38910,0,0
"B",2145,0.81,131,106,10690,38914,0,0
"B",2146,0.81,122,90,10690,38914,0,0
"B",2147,0.81,141,74,10692,38912,0,0
"B",2148,0.81,110,82,10691,38913,0,0
"B",2149,0.81,110,89,10689,38915,0,0
"B",2150,0.81,114,75,10693,38911,0,0
"B",2151,0.81,129,80,10693,38912,0,0
"B",2152,0.81,93,73,10695,38910,0,0
"B",2153,0.8,100,58,10695,38910,0,0
"B",2154,0.8,104,69,10693,38912,0,0
"B",2155,0.8,103,52,10692,38913,0,0
"B",2156,0.8,92,62,10690,38915,0,0
"B",2157,0.8,97,54,10691,38914,0,0
"B",2158,0.8,88,55,10694,38910,0,0
"B",2159,0.79,66,42,10693,38911,0,0
"B",2160,0.79,88,40,10690,38914,0,0
"B",2161,0.79,73,46,10692,38912,0,0
"B",2162,0.79,62,38,10687,38917,0,0
"B",2163,0.79,59,35,10691,38913,0,0
"B",2164,0.78,54,23,10692,38912,0,0
"B",2165,0.78,43,27,10691,38914,0,0
"B",2166,0.78,46,23,10694,38911,0,0
"B",2167,0.77,41,27,10695,38910,0,0
"B",2168,0.77,50,27,10690,38915,0,0
"B",2169,0.77,23,25,10687,38918,0,0
"B",2170,0.77,38,16,10688,38918,0,0
"B",2171,0.77,29,20,10688,38918,0,0
"B",2172,0.77,29,24,10690,38916,0,0
"B",2173,0.76,29,19,10693,38914,0,0
"B",2174,0.76,18,25,10695,38912,0,0
"B",2175,0.76,29,12,10694,38913,0,0
"B",2176,0.76,18,13,10693,38914,0,0
"B",2177,0.75,15,17,10692,38915,0,0
"B",2178,0.75,19,10,10688,38919,0,0
"B",2179,0.75,18,7,10690,38916,0,0
"B",2180,0.75,11,6,10685,38921,0,0
"B",2181,0.74,10,9,10677,38929,0,0
"B",2182,0.74,2,8,10679,38927,0,0
"B",2183,0.73,5,5,10678,38928,0,0
"B",2184,0.73,7,5,10681,38925,0,0
"B",2185,0.73,7,4,10683,38923,0,0
"B",2186,0.73,5,6,10683,38923,0,0
"B",2187,0.72,6,3,10683,38923,0,0
"B",2188,0.72,6,4,10686,38920,0,0
"B",2189,0.72,5,1,10689,38917,0,0
"B",2190,0.71,4,1,10683,38923,0,0
"B",2191,0.71,11,2,10686,38920,0,0
"B",2192,0.7,4,0,10689,38917,0,0
"B",2193,0.7,1,3,10695,38911,0,0
"B",2194,0.7,2,3,10697,38909,0,0
"B",2195,0.7,1,1,10698,38908,0,0
"B",2196,0.69,3,0,10697,38909,0,0
"B",2197,0.69,3,3,10696,38910,0,0
"B",2198,0.69,1,1,10697,38909,0,0
"B",2199,0.68,1,0,10700,38906,0,0
"B",2200,0.68,3,1,10701,38905,0,0
"B",2201,0.68,1,0,10706,38900,0,0
"B",2202,0.67,0,1,10708,38898,0,0
"B",2203,0.67,1,0,10705,38901,0,0
"B",2204,0.67,0,1,10708,38898,0,0
"B",2205,0.66,2,0,10708,38898,0,0
"B",2206,0.66,1,0,10711,38895,0,0
"B",2207,0.66,1,0,10713,38893,0,0
"B",2208,0.65,1,1,10709,38897,0,0
"B",2209,0.65,2,1,10714,38892,0,0
"B",2210,0.65,0,1,10714,38893,0,0
"B",2211,0.64,0,0,10710,38897,0,0
"B",2212,0.64,1,0,10718,38888,0,0
"B",2213,0.64,0,0,10715,38891,0,0
"B",2214,0.64,0,1,10717,38889,0,0
"B",2215,0.63,1,0,10720,38886,0,0
"B",2216,0.63,1,0,10717,38889,0,0
"B",2217,0.63,0,0,10714,38892,0,0
"B",2218,0.62,0,0,10715,38891,0,0
"B",2219,0.62,0,0,10715,38891,0,0
"B",2220,0.62,0,0,10711,38895,0,0
"B",2221,0.61,0,0,10715,38891,0,0
"B",2222,0.61,0,0,10710,38896,0,0
"B",2223,0.61,0,0,10709,38897,0,0
"B",2224,0.6,1,1,10706,38900,0,0
"B",2225,0.6,1,1,10709,38897,0,0
"B",2226,0.6,0,0,10709,38897,0,0
"B",2227,0.59,0,0,10712,38894,0,0
"B",2228,0.59,0,0,10719,38887,0,0
"B",2229,0.59,2,1,10723,38884,0,0
"B",2230,0.59,1,1,10719,38888,0,0
"B",2231,0.58,2,0,10716,38891,0,0
"B",2232,0.58,2,1,10719,38888,0,0
"B",2233,0.58,2,2,10717,38890,0,0
"B",2234,0.58,4,0,10719,38888,0,0
"B",2235,0.57,4,3,10718,38889,0,0
"B",2236,0.57,3,3,10717,38890,0,0
"B",2237,0.57,6,3,10719,38888,0,0
"B",2238,0.57,1,5,10716,38891,0,0
"B",2239,0.56,11,6,10721,38886,0,0
"B",2240,0.56,11,9,10724,38883,0,0
"B",2241,0.56,13,5,10721,38886,0,0
"B",2242,0.56,13,3,10719,38888,0,0
"B",2243,0.56,10,5,10721,38886,0,0
"B",2244,0.56,5,9,10719,38888,0,0
"B",2245,0.55,12,5,10714,38893,0,0
"B",2246,0.55,7,4,10713,38894,0,0
"B",2247,0.55,7,5,10716,38891,0,0
"B",2248,0.55,9,10,10714,38893,0,0
"B",2249,0.55,18,7,10712,38895,0,0
"B",2250,0.55,10,16,10710,38897,0,0
"B",2251,0.55,12,3,10713,38894,0,0
"B",2252,0.54,18,8,10713,38894,0,0
"B",2253,0.54,17,6,10711,38896,0,0
"B",2254,0.54,12,5,10709,38898,0,0
"B",2255,0.54,13,7,10707,38900,0,0
"B",2256,0.54,12,9,10707,38900,0,0
"B",2257,0.54,18,11,10706,38901,0,0
"B",2258,0.53,14,12,10704,38903,0,0
"B",2259,0.53,11,7,10704,38903,0,0
"B",2260,0.54,12,14,10702,38905,0,0
"B",2261,0.53,9,12,10698,38909,0,0
"B",2262,0.53,12,10,10700,38906,0,0
"B",2263,0.53,14,5,10701,38905,0,0
"B",2264,0.53,19,5,10702,38904,0,0
"B",2265,0.53,8,16,10704,38902,0,0
"B",2266,0.53,13,11,10705,38901,0,0
"B",2267,0.52,11,7,10706,38900,0,0
"B",2268,0.52,17,8,10706,38900,0,0
"B",2269,0.52,16,12,10705,38901,0,0
"B",2270,0.52,11,7,10707,38899,0,0
"B",2271,0.52,14,2,10706,38900,0,0
"B",2272,0.52,6,9,10703,38903,0,0
"B",2273,0.52,15,6,10708,38898,0,0
"B",2274,0.52,13,6,10710,38896,0,0
"B",2275,0.51,9,3,10712,38894,0,0
"B",2276,0.51,5,4,10714,38892,0,0
"B",2277,0.51,11,2,10711,38895,0,0
"B",2278,0.51,5,2,10713,38893,0,0
"B",2279,0.51,7,3,10708,38898,0,0
"B",2280,0.51,7,6,10711,38895,0,0
"B",2281,0.5,6,1,10714,38892,0,0
"B",2282,0.5,8,6,10716,38890,0,0
"B",2283,0.5,4,7,10716,38890,0,0
"B",2284,0.5,4,3,10718,38888,0,0
"B",2285,0.49,6,4,10715,38892,0,0
"B",2286,0.49,6,1,10714,38893,0,0
"B",2287,0.49,3,1,10717,38890,0,0
"B",2288,0.49,2,2,10720,38887,0,0
"B",2289,0.49,7,3,10724,38883,0,0
"B",2290,0.48,4,1,10723,38884,0,0
"B",2291,0.48,4,0,10721,38885,0,0
"B",2292,0.48,3,2,10721,38885,0,0
"B",2293,0.48,0,0,10724,38882,0,0
"B",2294,0.48,5,2,10727,38879,0,0
"B",2295,0.47,3,2,10727,38879,0,0
"B",2296,0.47,1,0,10726,38880,0,0
"B",2297,0.47,1,1,10728,38878,0,0
"B",2298,0.47,0,0,10725,38882,0,0
"B",2299,0.46,1,0,10722,38885,0,0
"B",2300,0.46,1,2,10724,38883,0,0
"B",2301,0.46,0,0,10720,38887,0,0
"B",2302,0.46,0,1,10716,38891,0,0
"B",2303,0.46,2,0,10715,38892,0,0
"B",2304,0.45,0,1,10722,38884,0,0
"B",2305,0.45,2,2,10721,38885,0,0
"B",2306,0.45,0,0,10720,38886,0,0
"B",2307,0.45,0,0,10721,38885,0,0
"B",2308,0.45,2,1,10726,38880,0,0
"B",2309,0.44,1,0,10724,38882,0,0
"B",2310,0.44,0,0,10723,38883,0,0
"B",2311,0.44,0,0,10720,38886,0,0
"B",2312,0.44,0,0,10722,38884,0,0
"B",2313,0.43,0,0,10724,38882,0,0
"B",2314,0.43,0,0,10716,38890,0,0
"B",2315,0.43,0,0,10714,38892,0,0
"B",2316,0.43,0,0,10714,38892,0,0
"B",2317,0.42,1,0,10713,38893,0,0
"B",2318,0.42,0,0,10709,38897,0,0
"B",2319,0.42,0,0,10709,38897,0,0
"B",2320,0.42,0,0,10710,38895,0,0
"B",2321,0.42,0,0,10708,38897,0,0
"B",2322,0.41,0,0,10701,38904,0,0
"B",2323,0.41,0,0,10700,38906,0,0
"B",2324,0.41,1,0,10697,38909,0,0
"B",2325,0.41,0,0,10697,38909,0,0
"B",2326,0.41,1,1,10698,38908,0,0
"B",2327,0.4,2,0,10705,38901,0,0
"B",2328,0.4,0,0,10707,38899,0,0
"B",2329,0.4,2,0,10708,38898,0,0
"B",2330,0.4,1,0,10712,38894,0,0
"B",2331,0.4,1,0,10717,38889,0,0
"B",2332,0.39,1,2,10714,38892,0,0
"B",2333,0.39,1,2,10711,38896,0,0
"B",2334,0.39,4,1,10708,38899,0,0
"B",2335,0.39,1,1,10703,38904,0,0
"B",2336,0.39,0,1,10701,38906,0,0
"B",2337,0.39,4,0,10697,38910,0,0
"B",2338,0.38,3,3,10697,38910,0,0
"B",2339,0.38,4,6,10697,38910,0,0
"B",2340,0.38,6,4,10697,38910,0,0
"B",2341,0.38,3,2,10699,38908,0,0
"B",2342,0.38,6,9,10699,38908,0,0
"B",2343,0.38,13,5,10699,38907,0,0
"B",2344,0.38,8,5,10702,38904,0,0
"B",2345,0.38,7,7,10699,38907,0,0
"B",2346,0.38,15,5,10697,38909,0,0
"B",2347,0.38,9,7,10692,38914,0,0
"B",2348,0.38,16,12,10692,38914,0,0
"B",2349,0.38,14,5,10687,38919,0,0
"B",2350,0.38,12,7,10689,38917,0,0
"B",2351,0.38,5,2,10691,38915,0,0
"B",2352,0.38,14,12,10694,38912,0,0
"B",2353,0.38,18,6,10694,38912,0,0
"B",2354,0.37,11,13,10695,38911,0,0
"B",2355,0.38,15,8,10691,38915,0,0
"B",2356,0.38,18,11,10693,38914,0,0
"B",2357,0.38,16,9,10693,38914,0,0
"B",2358,0.38,19,12,10690,38918,0,0
"B",2359,0.38,14,9,10690,38918,0,0
"B",2360,0.38,26,18,10690,38918,0,0
"B",2361,0.38,27,11,10689,38919,0,0
"B",2362,0.38,14,13,10686,38922,0,0
"B",2363,0.38,32,11,10685,38923,0,0
"B",2364,0.38,22,19,10689,38919,0,0
"B",2365,0.39,26,24,10688,38920,0,0
"B",2366,0.39,25,11,10688,38920,0,0
"B",2367,0.39,38,17,10691,38919,0,0
"B",2368,0.39,28,18,10690,38920,0,9508
"B",2369,0.4,2,15,10694,38916,0,0
"B",2370,0.37,7,17,10697,38913,0,0
"B",2371,0.34,3,12,10700,38910,0,0
"B",2372,0.32,4,16,10700,38910,0,0
"B",2373,0.31,7,14,10704,38906,0,0
"B",2374,0.3,10,18,10708,38902,0,0
"B",2375,0.29,4,19,10706,38904,0,0
"B",2376,0.28,9,25,10705,38905,0,0
"B",2377,0.28,2,23,10705,38905,0,0
"B",2378,0.27,5,23,10704,38906,0,0
"B",2379,0.27,10,27,10699,38911,0,0
"B",2380,0.27,6,20,10703,38907,0,0
"B",2381,0.27,5,25,10708,38902,0,0
"B",2382,0.27,5,27,10710,38900,0,0
"B",2383,0.27,9,31,10714,38896,0,0
"B",2384,0.27,6,22,10708,38902,0,0
"B",2385,0.27,11,40,10708,38902,0,0
"B",2386,0.27,9,30,10710,38901,0,0
"B",2387,0.27,12,42,10709,38902,0,0
"B",2388,0.27,12,31,10706,38905,0,0
"B",2389,0.27,14,31,10700,38911,0,0
"B",2390,0.28,18,30,10700,38911,0,0
"B",2391,0.28,16,45,10704,38907,0,0
"B",2392,0.28,19,42,10703,38908,0,0
"B",2393,0.29,13,46,10702,38909,0,0
"B",2394,0.29,23,38,10701,38910,0,0
"B",2395,0.29,27,42,10706,38906,0,0
"B",2396,0.3,31,47,10708,38904,0,0
"B",2397,0.3,31,44,10711,38901,0,0
"B",2398,0.3,37,42,10713,38898,0,0
"B",2399,0.31,28,43,10716,38895,0,0
"B",2400,0.31,32,44,10712,38899,0,0
"B",2401,0.32,39,53,10714,38897,0,0
"B",2402,0.32,67,47,10712,38899,0,0
"B",2403,0.33,64,67,10709,38902,0,0
"B",2404,0.34,53,58,10709,38902,0,0
"B",2405,0.35,55,55,10703,38908,0,0
"B",2406,0.35,70,49,10705,38906,0,0
"B",2407,0.36,80,60,10704,38907,0,0
"B",2408,0.37,65,59,10706,38905,0,0
"B",2409,0.38,88,69,10713,38898,0,9538
"B",2410,0.38,10,57,10708,38903,0,0
"B",2411,0.37,9,58,10710,38902,0,0
"B",2412,0.36,18,64,10710,38902,0,0
"B",2413,0.36,12,74,10715,38897,0,0
"B",2414,0.35,9,65,10716,38896,0,0
"B",2415,0.35,14,82,10713,38899,0,0
"B",2416,0.35,11,58,10718,38895,0,0
"B",2417,0.35,12,74,10719,38894,0,0
"B",2418,0.35,17,80,10720,38893,0,0
"B",2419,0.35,24,75,10719,38894,0,0
"B",2420,0.35,18,81,10718,38895,0,0
"B",2421,0.35,23,68,10725,38888,0,0
"B",2422,0.36,23,88,10727,38886,0,0
"B",2423,0.36,20,92,10729,38885,0,0
"B",2424,0.36,15,93,10727,38887,0,0
"B",2425,0.36,17,87,10729,38885,0,0
"B",2426,0.36,29,83,10726,38888,0,0
"B",2427,0.37,31,92,10724,38890,0,0
"B",2428,0.37,24,114,10717,38897,0,0
"B",2429,0.38,32,93,10715,38899,0,0
"B",2430,0.38,33,97,10717,38897,0,0
"B",2431,0.39,37,87,10717,38897,0,0
"B",2432,0.39,34,93,10717,38897,0,0
"B",2433,0.4,54,121,10716,38898,0,0
"B",2434,0.4,49,115,10719,38895,0,0
"B",2435,0.41,45,142,10725,38890,0,0
"B",2436,0.41,51,117,10722,38893,0,0
"B",2437,0.42,61,104,10724,38890,0,0
"B",2438,0.43,80,118,10727,38887,0,0
"B",2439,0.43,79,129,10726,38888,0,0
"B",2440,0.44,101,122,10724,38889,0,0
"B",2441,0.45,107,124,10730,38883,0,0
"B",2442,0.46,106,111,10731,38882,0,0
"B",2443,0.47,114,124,10731,38882,0,0
"B",2444,0.48,141,140,10741,38872,0,0
"B",2445,0.49,125,132,10738,38875,0,0
"B",2446,0.5,148,142,10728,38885,0,0
"B",2447,0.51,151,154,10727,38886,0,0
"B",2448,0.52,158,131,10727,38886,0,0
"B",2449,0.53,174,137,10729,38884,0,9545
"B",2450,0.54,25,162,10727,38886,0,0
"B",2451,0.51,27,142,10728,38885,0,0
"B",2452,0.5,29,128,10727,38886,0,0
"B",2453,0.48,25,155,10730,38882,0,0
"B",2454,0.48,34,161,10728,38884,0,0
"B",2455,0.47,25,148,10728,38884,0,0
"B",2456,0.47,22,152,10729,38883,0,0
"B",2457,0.46,31,134,10739,38873,0,0
"B",2458,0.46,25,150,10740,38872,0,0
"B",2459,0.46,27,172,10747,38866,0,0
"B",2460,0.46,40,146,10749,38864,0,0
"B",2461,0.46,34,121,10748,38865,0,0
"B",2462,0.46,31,140,10746,38867,0,0
"B",2463,0.46,32,131,10744,38869,0,0
"B",2464,0.46,27,163,10748,38865,0,0
"B",2465,0.46,36,151,10743,38870,0,0
"B",2466,0.46,38,157,10742,38871,0,0
"B",2467,0.46,45,137,10744,38869,0,0
"B",2468,0.47,45,147,10737,38876,0,0
"B",2469,0.47,49,148,10733,38880,0,0
"B",2470,0.47,43,169,10734,38879,0,0
"B",2471,0.47,40,182,10730,38883,0,0
"B",2472,0.48,60,146,10731,38882,0,0
"B",2473,0.48,75,143,10733,38880,0,0
"B",2474,0.48,68,180,10732,38881,0,0
"B",2475,0.49,67,146,10730,38883,0,0
"B",2476,0.49,71,153,10724,38889,0,0
"B",2477,0.5,89,156,10726,38887,0,0
"B",2478,0.5,88,167,10724,38889,0,0
"B",2479,0.51,102,163,10717,38896,0,0
"B",2480,0.52,122,134,10715,38898,0,0
"B",2481,0.52,122,149,10716,38897,0,0
"B",2482,0.53,123,151,10718,38895,0,0
"B",2483,0.54,140,136,10720,38893,0,0
"B",2484,0.55,142,161,10724,38889,0,0
"B",2485,0.56,148,145,10720,38892,0,0
"B",2486,0.57,151,153,10717,38895,0,0
"B",2487,0.57,168,143,10714,38898,0,0
"B",2488,0.58,164,118,10718,38894,0,0
"B",2489,0.59,188,159,10719,38893,0,0
"B",2490,0.6,164,148,10716,38896,0,9516
"B",2491,0.61,18,133,10715,38897,0,0
"B",2492,0.58,22,135,10712,38901,0,0
"B",2493,0.56,29,123,10711,38902,0,0
"B",2494,0.54,22,139,10705,38908,0,0
"B",2495,0.53,26,116,10706,38907,0,0
"B",2496,0.52,22,125,10706,38907,0,0
"B",2497,0.51,29,115,10705,38908,0,0
"B",2498,0.5,20,113,10707,38906,0,0
"B",2499,0.5,16,112,10706,38907,0,0
"B",2500,0.5,26,125,10704,38909,0,0
"B",2501,0.49,26,103,10703,38910,0,0
"B",2502,0.49,22,106,10696,38917,0,0
"B",2503,0.49,28,108,10689,38924,0,0
"B",2504,0.49,17,103,10682,38931,0,0
"B",2505,0.48,23,91,10685,38928,0,0
"B",2506,0.48,25,95,10682,38931,0,0
"B",2507,0.48,20,101,10680,38933,0,0
"B",2508,0.48,23,88,10677,38936,0,0
"B",2509,0.48,25,98,10678,38933,0,0
"B",2510,0.48,25,71,10676,38935,0,0
"B",2511,0.48,23,83,10675,38936,0,0
"B",2512,0.48,29,77,10674,38937,0,0
"B",2513,0.48,36,61,10678,38932,0,0
"B",2514,0.48,29,68,10681,38928,0,0
"B",2515,0.48,30,66,10676,38933,0,0
"B",2516,0.49,38,67,10681,38928,0,0
"B",2517,0.48,28,83,10686,38923,0,0
"B",2518,0.49,49,64,10684,38924,0,0
"B",2519,0.49,23,71,10683,38925,0,0
"B",2520,0.49,39,52,10684,38924,0,0
"B",2521,0.49,36,55,10686,38922,0,0
"B",2522,0.49,40,54,10687,38921,0,0
"B",2523,0.49,51,45,10688,38920,0,0
"B",2524,0.5,46,39,10682,38926,0,0
"B",2525,0.5,47,41,10680,38928,0,0
"B",2526,0.5,50,29,10681,38927,0,0
"B",2527,0.5,46,51,10680,38928,0,0
"B",2528,0.5,42,44,10681,38927,0,0
"B",2529,0.5,42,27,10681,38928,0,0
"B",2530,0.51,45,27,10683,38926,0,0
"B",2531,0.51,39,20,10687,38922,0,0
"B",2532,0.51,30,32,10689,38920,0,0
"B",2533,0.51,32,24,10692,38918,0,0
"B",2534,0.51,39,24,10691,38919,0,0
"B",2535,0.51,31,17,10693,38917,0,0
"B",2536,0.51,24,12,10690,38920,0,0
"B",2537,0.51,31,17,10687,38923,0,0
"B",2538,0.51,25,13,10688,38922,0,0
"B",2539,0.51,22,11,10691,38919,0,0
"B",2540,0.51,17,22,10690,38920,0,0
"B",2541,0.51,16,15,10693,38917,0,0
"B",2542,0.51,20,8,10689,38921,0,0
"B",2543,0.51,18,7,10689,38921,0,0
"B",2544,0.5,13,9,10688,38922,0,0
"B",2545,0.5,17,9,10693,38917,0,0
"B",2546,0.5,10,4,10692,38918,0,0
"B",2547,0.5,14,4,10687,38923,0,0
"B",2548,0.5,8,2,10682,38928,0,0
"B",2549,0.5,13,6,10686,38924,0,0
"B",2550,0.5,4,5,10686,38924,0,0
"B",2551,0.5,9,4,10691,38919,0,0
"B",2552,0.5,6,1,10687,38923,0,0
"B",2553,0.49,5,3,10688,38922,0,0
"B",2554,0.49,7,0,10690,38920,0,0
"B",2555,0.49,2,3,10694,38917,0,0
"B",2556,0.48,4,3,10688,38923,0,0
"B",2557,0.48,1,3,10691,38920,0,0
"B",2558,0.48,2,0,10688,38923,0,0
"B",2559,0.48,1,1,10691,38920,0,0
"B",2560,0.47,3,1,10692,38919,0,0
